pmid,title,journal,year,article_type,is_case_report,country,decision,reason_code,ae_topic,bucket,reviewer
34703497,Targeting the resolution pathway of inflammation using Ac2-26 peptide-loaded PEGylated lipid nanoparticles for the remission of rheumatoid arthritis.,Asian journal of pharmaceutical sciences,2021,other,False,NR,exclude,R1_animal_invitro,,,R-A
34712064,"Preclinical Efficacy and Safety Studies of Formulation SSV-003, a Potent Anti-Viral Herbal Formulation.",Journal of experimental pharmacology,2021,other,False,NR,exclude,R1_animal_invitro,,,R-A
34712722,Therapeutic Effects of Ethanolic Extract of ,Frontiers in veterinary science,2021,other,False,NR,exclude,R1_animal_invitro,,,R-A
34733259,Inter-Genera Colonization of ,Frontiers in microbiology,2021,other,False,NR,exclude,R6_food_materials,,,R-A
34737204,Lower limb ecchymosis in a man with a history of alcohol misuse.,BMJ (Clinical research ed.),2021,case report,True,NR,exclude,R2_no_ae,scurvy (vit C deficiency),,R-A + R-B (adjudicated)
34752836,"Defense pathways of Chlamydomonas reinhardtii under silver nanoparticle stress: Extracellular biosorption, internalization and antioxidant genes.",Chemosphere,2022,other,False,NR,exclude,R6_food_materials,,,R-A
34755632,Multi-walled carbon nanotubes prevent high temperature-induced damage by activating the ascorbate-glutathione cycle in Paeonia ostii T. Hong et J. X. Zhang.,Ecotoxicology and environmental safety,2021,other,False,NR,exclude,R6_food_materials,,,R-A
34762297,Scurvy: the almost forgotten disease - a case report.,Australian dental journal,2022,case report,True,Australia,exclude,R2_no_ae,scurvy / hypovitaminosis C,,R-A + R-B (adjudicated)
34767171,Exogenous ascorbic acid application alleviates cadmium toxicity in seedlings of two wheat (Triticum aestivum L.) varieties by reducing cadmium uptake and enhancing antioxidative capacity.,Environmental science and pollution research international,2022,other,False,NR,exclude,R6_food_materials,,,R-A
34767649,Dietary supplements for chronic gout.,The Cochrane database of systematic reviews,2021,review/meta-analysis,False,NR,exclude,R5_not_subject,dietary supplements gout (vit C incidental),,R-A + R-B (adjudicated)
34772791,Glypican-3-Targeted ,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
34776483,An Unbalanced Diet Limited to the Consumption of Boiled Vegetables Led to the Onset of Scurvy.,"Internal medicine (Tokyo, Japan)",2022,case report,True,Japan,exclude,R2_no_ae,scurvy (vit C deficiency),,R-A + R-B (adjudicated)
34776490,Adult Scurvy Presenting with Painful Purpura on the Legs.,"Internal medicine (Tokyo, Japan)",2022,case report,True,Japan,exclude,R2_no_ae,scurvy (vit C deficiency),,R-A + R-B (adjudicated)
34784069,High-dose vitamin C therapy for symptomatic deficiency in a patient with myasthenia gravis and Crohn's disease.,Nutrition in clinical practice : official publication of the American Society for Parenteral and Enteral Nutrition,2022,case report,True,NR,exclude,R2_no_ae,scurvy / vit C deficiency,,R-A + R-B (adjudicated)
34790521,"Bowel cleansing efficacy for colonoscopy: prospective, randomized comparative study of same-day dosing with 1-L and 2-L PEG + ascorbate.",Endoscopy international open,2021,clinical trial,False,NR,include,,PEG+ascorbate bowel prep safety/tolerability,no_problem,R-A + R-B (adjudicated)
34791642,Vitamin C supplementation for prevention and treatment of pneumonia.,The Cochrane database of systematic reviews,2021,review/meta-analysis,False,NR,include,,vit C pneumonia safety (review),no_problem,R-A + R-B (adjudicated)
34796416,Mitochondria-Mediated Moderation of Apoptosis by EGCG in Cytotoxic Neuronal Cells Induced by Lead (Pb) and Amyloid Peptides.,Biological trace element research,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
34799330,In vivo antioxidant potential of fruit mucilage from two varieties of Cucumis melo subsp. agrestis against oxidative stress induced toxicity.,Pakistan journal of pharmaceutical sciences,2021,other,False,NR,exclude,R1_animal_invitro,,,R-A
34799357,Temporal Trends of Dietary Risk Factors after a Diagnosis of Kidney Stones.,Clinical journal of the American Society of Nephrology : CJASN,2022,cohort/observational,False,USA,exclude,R2_no_ae,,,R-A
34800992,High dose intravenous vitamin C treatment in Sepsis: associations with acute kidney injury and mortality.,BMC nephrology,2021,cohort/observational,False,USA,include,,"AKI / mortality (high-dose IV vit C, sepsis)",confirmed_risk,R-A + R-B (adjudicated)
34804706,Methylene Blue Infusion to Treat Severe Dapsone-Induced Methemoglobinemia in a Pediatric Patient.,Cureus,2021,case report,True,NR,exclude,R5_not_subject,,,R-A
34804900,"Antioxidant, anti-inflammatory and protective potential of gallic acid against paraquat-induced liver toxicity in male rats.",Avicenna journal of phytomedicine,2021,other,False,NR,exclude,R1_animal_invitro,,,R-A
34808198,Phosphorus confers tolerance against manganese toxicity in Prunus persica by reducing oxidative stress and improving chloroplast ultrastructure.,Chemosphere,2022,other,False,NR,exclude,R6_food_materials,,,R-A
34819788,Paediatric poisoning in Kuwait-Al Adan joint hospital: The need for functional poisoning control centre in Kuwait.,Saudi pharmaceutical journal : SPJ : the official publication of the Saudi Pharmaceutical Society,2021,pharmacovigilance/database,False,Kuwait,include,,paediatric vitamin C accidental ingestion,no_problem,R-A + R-B (adjudicated)
34820759,"Ascorbic acid regulates nitrogen, energy, and gas exchange metabolisms of alfalfa in response to high-nitrate stress.",Environmental science and pollution research international,2022,other,False,NR,exclude,R6_food_materials,,,R-A
34829569,Response to Antimony Toxicity in ,"Antioxidants (Basel, Switzerland)",2021,other,False,NR,exclude,R6_food_materials,,,R-A
34829686,Strigolactones Modulate Cellular Antioxidant Defense Mechanisms to Mitigate Arsenate Toxicity in Rice Shoots.,"Antioxidants (Basel, Switzerland)",2021,other,False,NR,exclude,R6_food_materials,,,R-A
34833042,Vitamin C Intervention for Critical COVID-19: A Pragmatic Review of the Current Level of Evidence.,"Life (Basel, Switzerland)",2021,review/meta-analysis,False,NR,include,,IV vit C in COVID safety (review),no_problem,R-A + R-B (adjudicated)
34834667,Fungicide Difenoconazole Induced Biochemical and Developmental Toxicity in Wheat (,"Plants (Basel, Switzerland)",2021,other,False,NR,exclude,R6_food_materials,,,R-A
34834698,Epiphytic PGPB ,"Plants (Basel, Switzerland)",2021,other,False,NR,exclude,R6_food_materials,,,R-A
34852750,"In vitro Anti-hemolytic Effect, in vivo Anti-inflammatory and in vitro Anti-oxidant Activity of Anchusa azurea Mill.",Anti-inflammatory & anti-allergy agents in medicinal chemistry,2022,other,False,Algeria,exclude,R3_reagent,,,R-A
34855750,"Tolerance of Pseudomonas strain to the 2,4-D herbicide through a peroxidase system.",PloS one,2021,other,False,NR,exclude,R1_animal_invitro,,,R-A
34879548,"Nanomaterial sulfonated graphene oxide advances the tolerance against nitrate and ammonium toxicity by regulating chloroplastic redox balance, photochemistry of photosystems and antioxidant capacity in Triticum aestivum.",Journal of hazardous materials,2022,other,False,NR,exclude,R6_food_materials,,,R-A
34884514,Vitamin C Mitigates Oxidative Stress and Behavioral Impairments Induced by Deltamethrin and Lead Toxicity in Zebrafish.,International journal of molecular sciences,2021,other,False,NR,exclude,R1_animal_invitro,,,R-A
34887362,Protective effect of vitamin C against ivermectin induced nephrotoxicity in different age groups of male wistar rats: bio-histopathological study.,Anatomy & cell biology,2021,other,False,NR,exclude,R1_animal_invitro,,,R-A
34901285,"Combination therapy of thiamine, vitamin C and hydrocortisone in treating patients with sepsis and septic shock: a meta-analysis and trial sequential analysis.",Burns & trauma,2021,review/meta-analysis,False,NR,exclude,R5_not_subject,,,R-A
34913816,Spontaneous retrobulbar hemorrhage in the setting of warfarin therapy and latent scurvy diagnosis.,"Orbit (Amsterdam, Netherlands)",2022,case report,True,NR,exclude,R2_no_ae,scurvy + warfarin hemorrhage (deficiency),,R-A + R-B (adjudicated)
34914338,Effect of ascorbic acid supplementation on pulmonary functions in healthy adults: a randomized controlled pilot study.,Journal of basic and clinical physiology and pharmacology,2022,clinical trial,False,India,include,,ascorbic acid supplementation safety (AEs recorded),no_problem,R-A + R-B (adjudicated)
34916403,Effect of high-dose intravenous ascorbic acid on cancer patients following ketogenic diet.,Journal of cancer research and therapeutics,2021,clinical trial,False,India,include,,renal impact / creatinine rise (high-dose IV AA),emerging,R-A + R-B (adjudicated)
34924716,"Salicylic acid alleviates chromium (VI) toxicity by restricting its uptake, improving photosynthesis and augmenting antioxidant defense in ",Physiology and molecular biology of plants : an international journal of functional plant biology,2021,other,False,NR,exclude,R6_food_materials,,,R-A
34929504,β-Pinene alleviates arsenic (As)-induced oxidative stress by modulating enzymatic antioxidant activities in roots of Oryza sativa.,Ecotoxicology and environmental safety,2022,other,False,NR,exclude,R6_food_materials,,,R-A
34943120,Biochar and Chitosan Regulate Antioxidant Defense and Methylglyoxal Detoxification Systems and Enhance Salt Tolerance in Jute (,"Antioxidants (Basel, Switzerland)",2021,other,False,NR,exclude,R6_food_materials,,,R-A
34946101,Combined Application of Citric Acid and Cr Resistant Microbes Improved Castor Bean Growth and Photosynthesis while It Alleviated Cr Toxicity by Reducing Cr,Microorganisms,2021,other,False,NR,exclude,R6_food_materials,,,R-A
34961025,Effect of ZnO Nanoparticles on Growth and Biochemical Responses of Wheat and Maize.,"Plants (Basel, Switzerland)",2021,other,False,NR,exclude,R6_food_materials,,,R-A
34970145,Evaluation of the Efficacy and Safety of a Compound of Micronized Flavonoids in Combination With Vitamin C and Extracts of ,Frontiers in pharmacology,2021,clinical trial,False,NR,exclude,R5_not_subject,flavonoid+vit C combo product,,R-A + R-B (adjudicated)
34971955,"Potassium and melatonin-mediated regulation of fructose-1,6-bisphosphatase (FBPase) and sedoheptulose-1,7- bisphosphatase (SBPase) activity improve photosynthetic efficiency, carbon assimilation and modulate glyoxalase system accompanying tolerance to cadmium stress in tomato seedlings.",Plant physiology and biochemistry : PPB,2022,other,False,NR,exclude,R6_food_materials,,,R-A
34983833,Vitamin C Deficiency Causes Cell Type-Specific Epigenetic Reprogramming and Acute Tubular Necrosis in a Mouse Model.,Journal of the American Society of Nephrology : JASN,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
34994407,Seven cases of allergic contact dermatitis caused by cosmetics containing 3-O-ethyl-L-ascorbic acid.,Contact dermatitis,2022,case series,True,NR,include,,allergic contact dermatitis (topical ascorbic acid),confirmed_risk,R-A + R-B (adjudicated)
34998263,Biochar application for the remediation of trace metals in contaminated soils: Implications for stress tolerance and crop production.,Ecotoxicology and environmental safety,2022,review/meta-analysis,False,NR,exclude,R6_food_materials,,,R-A
34999404,"Evaluation of the phycoremediation potential of microalgae for captan removal: Comprehensive analysis on toxicity, detoxification and antioxidants modulation.",Journal of hazardous materials,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35001578,Resveratrol: A Potential Protector Against Benzo[a]pyrene- Induced Lung Toxicity.,Pakistan journal of biological sciences : PJBS,2022,other,False,Egypt,exclude,R1_animal_invitro,,,R-A
35008903,Overexpression of the Aldehyde Dehydrogenase Gene ,International journal of molecular sciences,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35009094,Silicon Mitigates Negative Impacts of Drought and UV-B Radiation in Plants.,"Plants (Basel, Switzerland)",2021,review/meta-analysis,False,NR,exclude,R6_food_materials,,,R-A
35015233,Comparison of the toxicity of pure and samarium-doped zinc oxide nanoparticles to the green microalga Chlorella vulgaris.,Environmental science and pollution research international,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
35031868,1 L- versus 2 L-polyethylene glycol with ascorbic acid for bowel preparation in elderly patients: a randomized multicenter study.,Surgical endoscopy,2022,clinical trial,False,South Korea,include,,PEG/ascorbate bowel prep safety (elderly),no_problem,R-A + R-B (adjudicated)
35048226,Comparison of 2 L Polyethylene Glycol Plus Ascorbic Acid and 4 L Polyethylene Glycol in Elderly Patients Aged 60-79: A Prospective Randomized Study.,Digestive diseases and sciences,2022,clinical trial,False,NR,include,,PEG/ascorbate bowel prep safety (elderly),no_problem,R-A + R-B (adjudicated)
35052719,Potential Protective Effect of Vitamin C on Qunalphos-Induced Cardiac Toxicity: Histological and Tissue Biomarker Assay.,Biomedicines,2021,other,False,NR,exclude,R1_animal_invitro,,,R-A
35056807,In Vitro and Clinical Evaluation of Cannabigerol (CBG) Produced via Yeast Biosynthesis: A Cannabinoid with a Broad Range of Anti-Inflammatory and Skin Health-Boosting Properties.,"Molecules (Basel, Switzerland)",2022,other,False,NR,exclude,R5_not_subject,,,R-A
